Amount Converted (USD),-,Convert values in Col E associated with their respective currency in Col D. Round the output.,,,,,,,,,,,,,
"Action 1. Using the data provided below, add helper columns from col K to col P to compute the headers?",,,,,,,,,,,,,,,
Row 6 is provided as sample data.,,,,,,,,,,,,,,,
Month,-,mmm-yy format,,,,,,,,,,,,,
Week,-,Week of the month,,,,,,,,,,,,,
Quarter,-,yy_Quarter m,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Record ID (18char),Project Name,Opp Close Date,Currency,Amount,Total Line Items,Total Closed Live Product Item,Total Closed Dropped Item,Duration of the Project,Opp Created Date,"Amount Converted
(USD)",Opp Created Month,Opp Created Quarter,Close Won Week,Close Won Month,Close Won Quarter
0065j00001VxzUUAAZ,O-02738,02/01/2024,INR,2083.33,1,1,0,108,20/11/2023,25.1,Nov-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001VxzUUAAZ,O-02738,02/01/2024,INR,2083.33,1,0,1,108,20/11/2023,25.1,Nov-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001VxzUUAAZ,O-02738,02/01/2024,INR,2083.33,1,1,0,108,20/11/2023,25.1,Nov-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001Yp5TDAAZ,O-02788,03/01/2024,INR,625,1,0,1,57,21/12/2023,7.53,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001Yp5TDAAZ,O-02788,03/01/2024,INR,625,1,1,0,57,21/12/2023,7.53,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001Yp5TDAAZ,O-02788,03/01/2024,INR,625,1,0,1,57,21/12/2023,7.53,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001Yp5TDAAZ,O-02788,03/01/2024,INR,625,1,0,1,57,21/12/2023,7.53,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001Zl9TxAAJ,O-02790,02/01/2024,INR,706.25,1,0,1,181,01/01/2024,8.51,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001Zl9TxAAJ,O-02790,02/01/2024,INR,706.25,1,0,1,181,01/01/2024,8.51,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001Zl9TxAAJ,O-02790,02/01/2024,INR,706.25,1,0,1,181,01/01/2024,8.51,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001Zl9TxAAJ,O-02790,02/01/2024,INR,706.25,1,0,1,181,1/1/2024,8.51,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001Zl9TxAAJ,O-02790,02/01/2024,INR,706.25,15,0,15,181,1/1/2024,8.51,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001a2wGxAAI,O-02791,02/01/2024,INR,0,2,2,0,14,02/01/2024,0,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001ZTTM5AAP,O-02793,03/01/2024,USD,80,2,0,2,79,28/12/2023,80,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001ZF7D1AAL,O-02795,03/01/2024,INR,583.33,1,1,0,27,26/12/2023,7.03,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001ZF7D1AAL,O-04556,03/01/2024,INR,583.33,1,1,0,19,26/12/2023,7.03,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001ZF7D1AAL,O-04556,03/01/2024,INR,583.33,1,0,1,19,26/12/2023,7.03,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001ZF7D1AAL,O-04556,03/01/2024,INR,583.33,1,0,1,19,26/12/2023,7.03,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001ZF7D1AAL,O-02795,03/01/2024,INR,583.33,3,3,0,27,26/12/2023,7.03,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001a351JAAQ,O-02797,05/01/2024,INR,625,1,1,0,130,02/01/2024,7.53,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001a351JAAQ,O-02797,05/01/2024,INR,625,1,0,1,130,02/01/2024,7.53,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001a351JAAQ,O-02797,05/01/2024,INR,625,1,0,1,130,02/01/2024,7.53,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001a351JAAQ,O-02797,05/01/2024,INR,625,1,0,1,130,02/01/2024,7.53,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001ZEPY0AAP,O-02799,03/01/2024,AED,918.25,4,4,0,90,26/12/2023,250.2,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001Yp6wsAAB,O-02800,03/01/2024,INR,494.42,1,0,1,77,21/12/2023,5.96,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001Yp6wsAAB,O-02800,03/01/2024,INR,494.42,1,0,1,77,21/12/2023,5.96,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001Yp6wsAAB,O-02800,03/01/2024,INR,494.42,1,0,1,77,21/12/2023,5.96,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001Yp6wsAAB,O-02800,03/01/2024,INR,494.42,1,0,1,77,21/12/2023,5.96,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001a5w9kAAA,O-02801,03/01/2024,INR,833.33,1,1,0,9,02/01/2024,10.04,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001a5w9kAAA,O-02801,03/01/2024,INR,833.33,1,0,1,9,02/01/2024,10.04,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001a5w9kAAA,O-02801,03/01/2024,INR,833.33,1,0,1,9,02/01/2024,10.04,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001a5w9kAAA,O-02801,03/01/2024,INR,833.33,1,0,1,9,02/01/2024,10.04,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001a5w9kAAA,O-02801,03/01/2024,INR,833.33,15,6,9,9,02/01/2024,10.04,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aKi2QAAS,O-02802,18/01/2024,USD,39,1,1,0,4,03/01/2024,39,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001ZDEZOAA5,O-02803,03/01/2024,INR,625,1,1,0,7,26/12/2023,7.53,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001a4D48AAE,O-02804,03/01/2024,INR,833.33,1,1,0,13,02/01/2024,10.04,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001a4D48AAE,O-02804,03/01/2024,INR,833.33,1,1,0,13,02/01/2024,10.04,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001a4D48AAE,O-02804,03/01/2024,INR,833.33,1,1,0,13,02/01/2024,10.04,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001a4D48AAE,O-02804,03/01/2024,INR,833.33,1,1,0,13,2/1/2024,10.04,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001a4D48AAE,O-02804,03/01/2024,INR,833.33,1,0,1,13,2/1/2024,10.04,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001a4D48AAE,O-02804,03/01/2024,INR,833.33,15,2,13,13,02/01/2024,10.04,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aNXTkAAO,O-02806,03/01/2024,INR,84000,1,0,0,,03/01/2024,1012.05,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001ZRdJ7AAL,O-02807,03/01/2024,INR,400,1,0,1,69,28/12/2023,4.82,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001aNrS7AAK,O-02810,03/01/2024,AED,293.85,1,1,0,89,03/01/2024,80.07,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aNrS7AAK,O-02810,03/01/2024,AED,293.85,1,1,0,89,03/01/2024,80.07,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aNrOjAAK,O-02811,03/01/2024,USD,80,1,0,1,79,03/01/2024,80,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aNrOjAAK,O-02811,03/01/2024,USD,80,1,1,0,79,03/01/2024,80,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aNqc1AAC,O-02812,03/01/2024,AED,881.55,3,3,0,89,03/01/2024,240.2,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aNqc1AAC,O-02812,03/01/2024,AED,881.55,3,3,0,89,03/01/2024,240.2,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aNqc2AAC,O-02813,03/01/2024,AED,569.34,4,4,0,79,3/1/2024,155.13,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aNqc2AAC,O-02813,03/01/2024,AED,569.34,4,4,0,79,03/01/2024,155.13,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001XmPsuAAF,O-02814,03/01/2024,USD,200,2,0,2,91,11/12/2023,200,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001XmPsuAAF,O-02814,03/01/2024,USD,200,2,0,2,91,11/12/2023,200,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001aNofnAAC,O-02819,10/01/2024,INR,833.33,1,0,1,8,03/01/2024,10.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001aNofnAAC,O-02819,10/01/2024,INR,833.33,1,0,1,8,03/01/2024,10.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001aNofnAAC,O-02819,10/01/2024,INR,833.33,1,0,1,8,03/01/2024,10.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001aNofnAAC,O-02819,10/01/2024,INR,833.33,1,0,1,8,03/01/2024,10.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001aNofnAAC,O-02819,10/01/2024,INR,833.33,15,0,15,8,03/01/2024,10.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001aPi5bAAC,O-02823,04/01/2024,INR,833.33,1,1,0,18,03/01/2024,10.04,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aPi5bAAC,O-03372,04/01/2024,INR,833.33,1,0,1,42,3/1/2024,10.04,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aPi5bAAC,O-03372,04/01/2024,INR,833.33,1,0,1,42,03/01/2024,10.04,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aPi5bAAC,O-03372,04/01/2024,INR,833.33,1,0,1,42,03/01/2024,10.04,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aPi5bAAC,O-03372,04/01/2024,INR,833.33,15,0,15,42,03/01/2024,10.04,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aOROGAA4,O-02827,04/01/2024,INR,0,6,6,0,74,03/01/2024,0,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aRdhdAAC,O-02828,04/01/2024,INR,423.75,1,1,0,27,04/01/2024,5.11,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aRdhdAAC,O-02828,04/01/2024,INR,423.75,1,0,1,27,04/01/2024,5.11,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aRdhdAAC,O-02828,04/01/2024,INR,423.75,1,0,1,27,04/01/2024,5.11,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aRdhdAAC,O-02828,04/01/2024,INR,423.75,1,0,1,27,04/01/2024,5.11,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aRdhdAAC,O-02828,04/01/2024,INR,423.75,15,2,13,27,04/01/2024,5.11,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aRdheAAC,O-02829,04/01/2024,INR,423.75,1,0,0,593,04/01/2024,5.11,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aRdheAAC,O-02829,04/01/2024,INR,423.75,1,0,0,593,04/01/2024,5.11,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aRdheAAC,O-02829,04/01/2024,INR,423.75,1,0,0,593,04/01/2024,5.11,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aRdheAAC,O-02829,04/01/2024,INR,423.75,1,0,0,593,04/01/2024,5.11,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aRdheAAC,O-02829,04/01/2024,INR,423.75,15,0,0,593,04/01/2024,5.11,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aRbRpAAK,O-02830,04/01/2024,INR,423.75,1,1,0,593,04/01/2024,5.11,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aRbRpAAK,O-02830,04/01/2024,INR,423.75,1,0,1,593,04/01/2024,5.11,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aRbRpAAK,O-02830,04/01/2024,INR,423.75,1,0,1,593,04/01/2024,5.11,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aRbRpAAK,O-02830,04/01/2024,INR,423.75,1,0,1,593,04/01/2024,5.11,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aRbRpAAK,O-02830,04/01/2024,INR,423.75,15,2,13,593,04/01/2024,5.11,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001YMwnPAAT,O-02831,04/01/2024,USD,428,2,1,1,78,18/12/2023,428,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001YMwnPAAT,O-02831,04/01/2024,USD,428,2,1,1,78,18/12/2023,428,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001YMwnPAAT,O-02831,04/01/2024,USD,428,2,0,2,78,18/12/2023,428,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001YMwnPAAT,O-02831,04/01/2024,USD,428,2,0,2,78,18/12/2023,428,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001SxXH5AAN,O-02833,04/01/2024,INR,541.67,1,1,0,20,16/10/2023,6.53,Oct-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001SxXH5AAN,O-02833,04/01/2024,INR,541.67,1,0,1,20,16/10/2023,6.53,Oct-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001SxXH5AAN,O-02833,04/01/2024,INR,541.67,1,0,1,20,16/10/2023,6.53,Oct-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001SxXH5AAN,O-02833,04/01/2024,INR,541.67,1,0,1,20,16/10/2023,6.53,Oct-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001SxXH5AAN,O-02833,04/01/2024,INR,541.67,15,2,13,20,16/10/2023,6.53,Oct-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001aSgehAAC,O-02847,08/01/2024,INR,833.33,1,1,0,37,04/01/2024,10.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001aSgehAAC,O-02847,08/01/2024,INR,833.33,1,0,1,37,04/01/2024,10.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001aSgehAAC,O-02847,08/01/2024,INR,833.33,1,0,1,37,04/01/2024,10.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001aSgehAAC,O-02847,08/01/2024,INR,833.33,1,0,1,37,04/01/2024,10.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001aRUVEAA4,O-02849,05/01/2024,AED,128.33,1,1,0,13,04/01/2024,34.97,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001aSbTJAA0,O-02850,05/01/2024,AED,128.33,1,1,0,13,04/01/2024,34.97,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001XmQ7aAAF,O-02851,05/01/2024,USD,90,2,0,2,160,11/12/2023,90,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001EXRDhAAP,O-02852,08/01/2024,INR,10000,30,28,2,78,08/06/2023,120.48,Jun-23,23_Quarter 2,Week 2,Jan-24,24_Quarter 1
0065j00001abkTEAAY,O-02853,08/01/2024,INR,3000,3,0,3,22,05/01/2024,36.14,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001abkTEAAY,O-02853,08/01/2024,INR,3000,3,0,3,22,05/01/2024,36.14,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001abkTEAAY,O-02853,08/01/2024,INR,3000,3,0,3,22,05/01/2024,36.14,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001abkTEAAY,O-02853,08/01/2024,INR,3000,3,0,3,22,05/01/2024,36.14,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001abkTEAAY,O-02853,08/01/2024,INR,3000,45,4,41,22,05/01/2024,36.14,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001aOfZcAAK,O-02855,10/01/2024,INR,3750,7,7,0,110,03/01/2024,45.18,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001Y9edwAAB,O-02856,05/01/2024,USD,40,1,1,0,28,14/12/2023,40,Dec-23,23_Quarter 4,Week 1,Jan-24,24_Quarter 1
0065j00001ad4Y9AAI,O-02858,05/01/2024,USD,120,3,0,3,69,05/01/2024,120,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001apJeaAAE,O-02859,08/01/2024,INR,833.33,1,1,0,8,06/01/2024,10.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001apJeaAAE,O-02859,08/01/2024,INR,833.33,1,0,1,8,06/01/2024,10.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001apJeaAAE,O-02859,08/01/2024,INR,833.33,1,1,0,8,06/01/2024,10.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001apJeaAAE,O-02859,08/01/2024,INR,833.33,1,0,1,8,06/01/2024,10.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001apJeaAAE,O-02859,08/01/2024,INR,833.33,15,0,15,8,06/01/2024,10.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001Zcq0pAAB,O-02860,08/01/2024,USD,675,15,9,6,66,29/12/2023,675,Dec-23,23_Quarter 4,Week 2,Jan-24,24_Quarter 1
0065j00001YVXlRAAX,O-02861,08/01/2024,INR,625,1,1,0,9,19/12/2023,7.53,Dec-23,23_Quarter 4,Week 2,Jan-24,24_Quarter 1
0065j00001YVXlRAAX,O-02861,08/01/2024,INR,625,1,0,1,9,19/12/2023,7.53,Dec-23,23_Quarter 4,Week 2,Jan-24,24_Quarter 1
0065j00001YVXlRAAX,O-02861,08/01/2024,INR,625,1,0,1,9,19/12/2023,7.53,Dec-23,23_Quarter 4,Week 2,Jan-24,24_Quarter 1
0065j00001YVXlRAAX,O-02861,08/01/2024,INR,625,1,0,1,9,19/12/2023,7.53,Dec-23,23_Quarter 4,Week 2,Jan-24,24_Quarter 1
0065j00001YVXlRAAX,O-02861,08/01/2024,INR,625,15,0,15,9,19/12/2023,7.53,Dec-23,23_Quarter 4,Week 2,Jan-24,24_Quarter 1
0065j00001arkqJAAQ,O-02863,08/01/2024,INR,0,6,6,0,3,08/01/2024,0,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001aT7xTAAS,O-02864,08/01/2024,INR,0,16,16,0,50,04/01/2024,0,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001arj5yAAA,O-02865,08/01/2024,INR,1666.67,2,0,0,128,08/01/2024,20.08,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001arj5yAAA,O-02865,08/01/2024,INR,1666.67,2,0,0,128,08/01/2024,20.08,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001arj5yAAA,O-02865,08/01/2024,INR,1666.67,2,0,0,128,08/01/2024,20.08,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001arj5yAAA,O-02865,08/01/2024,INR,1666.67,30,0,0,128,08/01/2024,20.08,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001arj5yAAA,O-02865,08/01/2024,INR,1666.67,2,0,0,128,08/01/2024,20.08,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001a3YvNAAU,O-02866,12/01/2024,INR,4583.33,11,11,0,96,02/01/2024,55.22,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001a3YvNAAU,O-02866,12/01/2024,INR,4583.33,11,0,11,96,02/01/2024,55.22,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001a3YvNAAU,O-02866,12/01/2024,INR,4583.33,11,0,11,96,02/01/2024,55.22,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001a3YvNAAU,O-02866,12/01/2024,INR,4583.33,11,0,11,96,02/01/2024,55.22,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001arocgAAA,O-02867,08/01/2024,INR,0,8,8,0,0,08/01/2024,0,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001aroliAAA,O-02868,08/01/2024,INR,0,128,128,0,0,08/01/2024,0,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001aro6kAAA,O-02869,08/01/2024,INR,0,2,2,0,0,08/01/2024,0,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001ZRdcCAAT,O-02871,08/01/2024,GBP,110,2,1,1,126,28/12/2023,139.7,Dec-23,23_Quarter 4,Week 2,Jan-24,24_Quarter 1
0065j00001aOPLeAAO,O-02872,10/01/2024,INR,583.33,1,0,1,51,03/01/2024,7.03,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001aOPLeAAO,O-02872,10/01/2024,INR,583.33,1,0,1,51,03/01/2024,7.03,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001aOPLeAAO,O-02872,10/01/2024,INR,583.33,1,0,1,51,03/01/2024,7.03,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001aOPLeAAO,O-02872,10/01/2024,INR,583.33,1,0,1,51,03/01/2024,7.03,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001aOPLeAAO,O-02872,10/01/2024,INR,583.33,15,4,11,51,3/1/2024,7.03,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001arv3fAAA,O-02873,09/01/2024,INR,0,14,14,0,0,8/1/2024,0,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001arrkpAAA,O-02874,09/01/2024,GBP,390,10,10,0,72,08/01/2024,495.3,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
